,Count
"[988000000, 989000000)",0
"[989000000, 990000000)",0
"[990000000, 991000000)",0
"[991000000, 992000000)",0
"[992000000, 993000000)",0
"[993000000, 994000000)",1
"[994000000, 995000000)",0
"[995000000, 996000000)",0
"[996000000, 997000000)",0
"[997000000, 998000000)",0
"[998000000, 999000000)",0
"[999000000, 1000000000)",1
"[1000000000, 1001000000)",0
"[1001000000, 1002000000)",0
"[1002000000, 1003000000)",1
"[1003000000, 1004000000)",0
"[1004000000, 1005000000)",0
"[1005000000, 1006000000)",0
"[1006000000, 1007000000)",0
"[1007000000, 1008000000)",0
"[1008000000, 1009000000)",0
"[1009000000, 1010000000)",0
"[1010000000, 1011000000)",0
"[1011000000, 1012000000)",0
"[1012000000, 1013000000)",0
"[1013000000, 1014000000)",0
"[1014000000, 1015000000)",0
"[1015000000, 1016000000)",0
"[1016000000, 1017000000)",0
"[1017000000, 1018000000)",0
"[1018000000, 1019000000)",0
"[1019000000, 1020000000)",0
"[1020000000, 1021000000)",0
"[1021000000, 1022000000)",0
"[1022000000, 1023000000)",0
"[1023000000, 1024000000)",0
"[1024000000, 1025000000)",0
"[1025000000, 1026000000)",0
"[1026000000, 1027000000)",0
"[1027000000, 1028000000)",0
"[1028000000, 1029000000)",0
"[1029000000, 1030000000)",0
"[1030000000, 1031000000)",0
"[1031000000, 1032000000)",0
"[1032000000, 1033000000)",0
"[1033000000, 1034000000)",0
"[1034000000, 1035000000)",0
"[1035000000, 1036000000)",0
"[1036000000, 1037000000)",0
"[1037000000, 1038000000)",0
"[1038000000, 1039000000)",0
"[1039000000, 1040000000)",0
"[1040000000, 1041000000)",0
"[1041000000, 1042000000)",0
"[1042000000, 1043000000)",0
"[1043000000, 1044000000)",0
"[1044000000, 1045000000)",0
"[1045000000, 1046000000)",0
"[1046000000, 1047000000)",0
"[1047000000, 1048000000)",0
"[1048000000, 1049000000)",0
"[1049000000, 1050000000)",0
"[1050000000, 1051000000)",0
"[1051000000, 1052000000)",0
"[1052000000, 1053000000)",0
"[1053000000, 1054000000)",0
"[1054000000, 1055000000)",0
"[1055000000, 1056000000)",0
"[1056000000, 1057000000)",0
"[1057000000, 1058000000)",0
"[1058000000, 1059000000)",1
"[1059000000, 1060000000)",0
"[1060000000, 1061000000)",0
"[1061000000, 1062000000)",1
"[1062000000, 1063000000)",0
"[1063000000, 1064000000)",0
"[1064000000, 1065000000)",0
"[1065000000, 1066000000)",0
"[1066000000, 1067000000)",0
"[1067000000, 1068000000)",0
"[1068000000, 1069000000)",0
"[1069000000, 1070000000)",0
"[1070000000, 1071000000)",0
"[1071000000, 1072000000)",0
"[1072000000, 1073000000)",0
"[1073000000, 1074000000)",0
"[1074000000, 1075000000)",0
"[1075000000, 1076000000)",0
"[1076000000, 1077000000)",0
"[1077000000, 1078000000)",0
"[1078000000, 1079000000)",0
"[1079000000, 1080000000)",0
"[1080000000, 1081000000)",0
"[1081000000, 1082000000)",0
"[1082000000, 1083000000)",0
"[1083000000, 1084000000)",0
"[1084000000, 1085000000)",0
"[1085000000, 1086000000)",0
"[1086000000, 1087000000)",0
"[1087000000, 1088000000)",0
"[1088000000, 1089000000)",0
"[1089000000, 1090000000)",0
"[1090000000, 1091000000)",0
"[1091000000, 1092000000)",0
"[1092000000, 1093000000)",0
"[1093000000, 1094000000)",0
"[1094000000, 1095000000)",0
"[1095000000, 1096000000)",0
"[1096000000, 1097000000)",0
"[1097000000, 1098000000)",0
"[1098000000, 1099000000)",0
"[1099000000, 1100000000)",0
"[1100000000, 1101000000)",0
"[1101000000, 1102000000)",0
"[1102000000, 1103000000)",0
"[1103000000, 1104000000)",0
"[1104000000, 1105000000)",0
"[1105000000, 1106000000)",0
"[1106000000, 1107000000)",0
"[1107000000, 1108000000)",0
"[1108000000, 1109000000)",0
"[1109000000, 1110000000)",0
"[1110000000, 1111000000)",0
"[1111000000, 1112000000)",0
"[1112000000, 1113000000)",0
"[1113000000, 1114000000)",0
"[1114000000, 1115000000)",0
"[1115000000, 1116000000)",0
"[1116000000, 1117000000)",0
"[1117000000, 1118000000)",0
"[1118000000, 1119000000)",0
"[1119000000, 1120000000)",0
"[1120000000, 1121000000)",0
"[1121000000, 1122000000)",0
"[1122000000, 1123000000)",0
"[1123000000, 1124000000)",0
"[1124000000, 1125000000)",0
"[1125000000, 1126000000)",0
"[1126000000, 1127000000)",0
"[1127000000, 1128000000)",0
"[1128000000, 1129000000)",0
"[1129000000, 1130000000)",0
"[1130000000, 1131000000)",0
"[1131000000, 1132000000)",0
"[1132000000, 1133000000)",0
"[1133000000, 1134000000)",0
"[1134000000, 1135000000)",0
"[1135000000, 1136000000)",0
"[1136000000, 1137000000)",0
"[1137000000, 1138000000)",0
"[1138000000, 1139000000)",0
"[1139000000, 1140000000)",0
"[1140000000, 1141000000)",0
"[1141000000, 1142000000)",0
"[1142000000, 1143000000)",0
"[1143000000, 1144000000)",0
"[1144000000, 1145000000)",0
"[1145000000, 1146000000)",0
"[1146000000, 1147000000)",0
"[1147000000, 1148000000)",0
"[1148000000, 1149000000)",0
"[1149000000, 1150000000)",0
"[1150000000, 1151000000)",0
"[1151000000, 1152000000)",0
"[1152000000, 1153000000)",0
"[1153000000, 1154000000)",0
"[1154000000, 1155000000)",0
"[1155000000, 1156000000)",0
"[1156000000, 1157000000)",0
"[1157000000, 1158000000)",0
"[1158000000, 1159000000)",0
"[1159000000, 1160000000)",0
"[1160000000, 1161000000)",0
"[1161000000, 1162000000)",0
"[1162000000, 1163000000)",0
"[1163000000, 1164000000)",0
"[1164000000, 1165000000)",0
"[1165000000, 1166000000)",0
"[1166000000, 1167000000)",0
"[1167000000, 1168000000)",0
"[1168000000, 1169000000)",0
"[1169000000, 1170000000)",0
"[1170000000, 1171000000)",0
"[1171000000, 1172000000)",0
"[1172000000, 1173000000)",0
"[1173000000, 1174000000)",0
"[1174000000, 1175000000)",0
"[1175000000, 1176000000)",0
"[1176000000, 1177000000)",0
"[1177000000, 1178000000)",0
"[1178000000, 1179000000)",0
"[1179000000, 1180000000)",0
"[1180000000, 1181000000)",0
"[1181000000, 1182000000)",0
"[1182000000, 1183000000)",0
"[1183000000, 1184000000)",0
"[1184000000, 1185000000)",0
"[1185000000, 1186000000)",0
"[1186000000, 1187000000)",0
"[1187000000, 1188000000)",0
"[1188000000, 1189000000)",0
"[1189000000, 1190000000)",0
"[1190000000, 1191000000)",0
"[1191000000, 1192000000)",0
"[1192000000, 1193000000)",0
"[1193000000, 1194000000)",0
"[1194000000, 1195000000)",0
"[1195000000, 1196000000)",0
"[1196000000, 1197000000)",0
"[1197000000, 1198000000)",0
"[1198000000, 1199000000)",0
"[1199000000, 1200000000)",0
"[1200000000, 1201000000)",0
"[1201000000, 1202000000)",1
"[1202000000, 1203000000)",0
"[1203000000, 1204000000)",0
"[1204000000, 1205000000)",1
"[1205000000, 1206000000)",0
"[1206000000, 1207000000)",0
"[1207000000, 1208000000)",0
"[1208000000, 1209000000)",0
"[1209000000, 1210000000)",0
"[1210000000, 1211000000)",0
"[1211000000, 1212000000)",0
"[1212000000, 1213000000)",0
"[1213000000, 1214000000)",0
"[1214000000, 1215000000)",0
"[1215000000, 1216000000)",0
"[1216000000, 1217000000)",0
"[1217000000, 1218000000)",0
"[1218000000, 1219000000)",0
"[1219000000, 1220000000)",0
"[1220000000, 1221000000)",0
"[1221000000, 1222000000)",0
"[1222000000, 1223000000)",0
"[1223000000, 1224000000)",0
"[1224000000, 1225000000)",0
"[1225000000, 1226000000)",0
"[1226000000, 1227000000)",0
"[1227000000, 1228000000)",0
"[1228000000, 1229000000)",0
"[1229000000, 1230000000)",0
"[1230000000, 1231000000)",0
"[1231000000, 1232000000)",0
"[1232000000, 1233000000)",0
"[1233000000, 1234000000)",0
"[1234000000, 1235000000)",0
"[1235000000, 1236000000)",0
"[1236000000, 1237000000)",0
"[1237000000, 1238000000)",0
"[1238000000, 1239000000)",0
"[1239000000, 1240000000)",0
"[1240000000, 1241000000)",0
"[1241000000, 1242000000)",0
"[1242000000, 1243000000)",0
"[1243000000, 1244000000)",0
"[1244000000, 1245000000)",0
"[1245000000, 1246000000)",0
"[1246000000, 1247000000)",0
"[1247000000, 1248000000)",0
"[1248000000, 1249000000)",0
"[1249000000, 1250000000)",0
"[1250000000, 1251000000)",1
"[1251000000, 1252000000)",0
"[1252000000, 1253000000)",0
"[1253000000, 1254000000)",0
"[1254000000, 1255000000)",0
"[1255000000, 1256000000)",0
"[1256000000, 1257000000)",0
"[1257000000, 1258000000)",0
"[1258000000, 1259000000)",0
"[1259000000, 1260000000)",0
"[1260000000, 1261000000)",0
"[1261000000, 1262000000)",0
"[1262000000, 1263000000)",0
"[1263000000, 1264000000)",0
"[1264000000, 1265000000)",0
"[1265000000, 1266000000)",0
"[1266000000, 1267000000)",0
"[1267000000, 1268000000)",0
"[1268000000, 1269000000)",0
"[1269000000, 1270000000)",0
"[1270000000, 1271000000)",0
"[1271000000, 1272000000)",0
"[1272000000, 1273000000)",0
"[1273000000, 1274000000)",0
"[1274000000, 1275000000)",0
"[1275000000, 1276000000)",0
"[1276000000, 1277000000)",0
"[1277000000, 1278000000)",0
"[1278000000, 1279000000)",0
"[1279000000, 1280000000)",1
"[1280000000, 1281000000)",0
"[1281000000, 1282000000)",0
"[1282000000, 1283000000)",0
"[1283000000, 1284000000)",0
"[1284000000, 1285000000)",0
"[1285000000, 1286000000)",0
"[1286000000, 1287000000)",0
"[1287000000, 1288000000)",0
"[1288000000, 1289000000)",0
"[1289000000, 1290000000)",0
"[1290000000, 1291000000)",0
"[1291000000, 1292000000)",0
"[1292000000, 1293000000)",0
"[1293000000, 1294000000)",0
"[1294000000, 1295000000)",0
"[1295000000, 1296000000)",1
"[1296000000, 1297000000)",0
"[1297000000, 1298000000)",1
"[1298000000, 1299000000)",0
"[1299000000, 1300000000)",0
"[1300000000, 1301000000)",0
"[1301000000, 1302000000)",0
"[1302000000, 1303000000)",0
"[1303000000, 1304000000)",0
"[1304000000, 1305000000)",0
"[1305000000, 1306000000)",0
"[1306000000, 1307000000)",0
"[1307000000, 1308000000)",0
"[1308000000, 1309000000)",0
"[1309000000, 1310000000)",0
"[1310000000, 1311000000)",0
"[1311000000, 1312000000)",0
"[1312000000, 1313000000)",0
"[1313000000, 1314000000)",0
"[1314000000, 1315000000)",0
"[1315000000, 1316000000)",0
"[1316000000, 1317000000)",0
"[1317000000, 1318000000)",0
"[1318000000, 1319000000)",0
"[1319000000, 1320000000)",0
"[1320000000, 1321000000)",0
"[1321000000, 1322000000)",0
"[1322000000, 1323000000)",0
"[1323000000, 1324000000)",0
"[1324000000, 1325000000)",0
"[1325000000, 1326000000)",0
"[1326000000, 1327000000)",0
"[1327000000, 1328000000)",0
"[1328000000, 1329000000)",0
"[1329000000, 1330000000)",0
"[1330000000, 1331000000)",0
"[1331000000, 1332000000)",0
"[1332000000, 1333000000)",0
"[1333000000, 1334000000)",0
"[1334000000, 1335000000)",0
"[1335000000, 1336000000)",0
"[1336000000, 1337000000)",0
"[1337000000, 1338000000)",0
"[1338000000, 1339000000)",0
"[1339000000, 1340000000)",0
"[1340000000, 1341000000)",0
"[1341000000, 1342000000)",0
"[1342000000, 1343000000)",0
"[1343000000, 1344000000)",0
"[1344000000, 1345000000)",0
"[1345000000, 1346000000)",0
"[1346000000, 1347000000)",0
"[1347000000, 1348000000)",0
"[1348000000, 1349000000)",0
"[1349000000, 1350000000)",0
"[1350000000, 1351000000)",0
"[1351000000, 1352000000)",0
"[1352000000, 1353000000)",0
"[1353000000, 1354000000)",0
"[1354000000, 1355000000)",0
"[1355000000, 1356000000)",0
"[1356000000, 1357000000)",0
"[1357000000, 1358000000)",0
"[1358000000, 1359000000)",0
"[1359000000, 1360000000)",0
"[1360000000, 1361000000)",0
"[1361000000, 1362000000)",0
"[1362000000, 1363000000)",0
"[1363000000, 1364000000)",0
"[1364000000, 1365000000)",0
"[1365000000, 1366000000)",0
"[1366000000, 1367000000)",0
"[1367000000, 1368000000)",0
"[1368000000, 1369000000)",0
"[1369000000, 1370000000)",0
"[1370000000, 1371000000)",0
"[1371000000, 1372000000)",0
"[1372000000, 1373000000)",0
"[1373000000, 1374000000)",0
"[1374000000, 1375000000)",0
"[1375000000, 1376000000)",0
"[1376000000, 1377000000)",0
"[1377000000, 1378000000)",0
"[1378000000, 1379000000)",0
"[1379000000, 1380000000)",0
"[1380000000, 1381000000)",0
"[1381000000, 1382000000)",0
"[1382000000, 1383000000)",0
"[1383000000, 1384000000)",0
"[1384000000, 1385000000)",0
"[1385000000, 1386000000)",0
"[1386000000, 1387000000)",0
"[1387000000, 1388000000)",0
"[1388000000, 1389000000)",0
"[1389000000, 1390000000)",0
"[1390000000, 1391000000)",0
"[1391000000, 1392000000)",0
"[1392000000, 1393000000)",0
"[1393000000, 1394000000)",0
"[1394000000, 1395000000)",0
"[1395000000, 1396000000)",0
"[1396000000, 1397000000)",0
"[1397000000, 1398000000)",0
"[1398000000, 1399000000)",0
"[1399000000, 1400000000)",0
"[1400000000, 1401000000)",0
"[1401000000, 1402000000)",0
"[1402000000, 1403000000)",0
"[1403000000, 1404000000)",0
"[1404000000, 1405000000)",0
"[1405000000, 1406000000)",0
"[1406000000, 1407000000)",0
"[1407000000, 1408000000)",0
"[1408000000, 1409000000)",0
"[1409000000, 1410000000)",0
"[1410000000, 1411000000)",0
"[1411000000, 1412000000)",0
"[1412000000, 1413000000)",0
"[1413000000, 1414000000)",0
"[1414000000, 1415000000)",0
"[1415000000, 1416000000)",0
"[1416000000, 1417000000)",0
"[1417000000, 1418000000)",0
"[1418000000, 1419000000)",0
"[1419000000, 1420000000)",0
"[1420000000, 1421000000)",0
"[1421000000, 1422000000)",0
"[1422000000, 1423000000)",0
"[1423000000, 1424000000)",0
"[1424000000, 1425000000)",0
"[1425000000, 1426000000)",0
"[1426000000, 1427000000)",0
"[1427000000, 1428000000)",0
"[1428000000, 1429000000)",0
"[1429000000, 1430000000)",0
"[1430000000, 1431000000)",0
"[1431000000, 1432000000)",0
"[1432000000, 1433000000)",0
"[1433000000, 1434000000)",0
"[1434000000, 1435000000)",0
"[1435000000, 1436000000)",0
"[1436000000, 1437000000)",0
"[1437000000, 1438000000)",0
"[1438000000, 1439000000)",0
"[1439000000, 1440000000)",0
"[1440000000, 1441000000)",0
"[1441000000, 1442000000)",0
"[1442000000, 1443000000)",0
"[1443000000, 1444000000)",0
"[1444000000, 1445000000)",0
"[1445000000, 1446000000)",0
"[1446000000, 1447000000)",0
"[1447000000, 1448000000)",0
"[1448000000, 1449000000)",0
"[1449000000, 1450000000)",0
"[1450000000, 1451000000)",0
"[1451000000, 1452000000)",0
"[1452000000, 1453000000)",0
"[1453000000, 1454000000)",0
"[1454000000, 1455000000)",0
"[1455000000, 1456000000)",0
"[1456000000, 1457000000)",0
"[1457000000, 1458000000)",0
"[1458000000, 1459000000)",0
"[1459000000, 1460000000)",0
"[1460000000, 1461000000)",0
"[1461000000, 1462000000)",0
"[1462000000, 1463000000)",0
"[1463000000, 1464000000)",0
"[1464000000, 1465000000)",0
"[1465000000, 1466000000)",0
"[1466000000, 1467000000)",0
"[1467000000, 1468000000)",0
"[1468000000, 1469000000)",0
"[1469000000, 1470000000)",0
"[1470000000, 1471000000)",0
"[1471000000, 1472000000)",0
"[1472000000, 1473000000)",0
"[1473000000, 1474000000)",0
"[1474000000, 1475000000)",0
"[1475000000, 1476000000)",0
"[1476000000, 1477000000)",0
"[1477000000, 1478000000)",0
"[1478000000, 1479000000)",0
"[1479000000, 1480000000)",0
"[1480000000, 1481000000)",0
"[1481000000, 1482000000)",0
"[1482000000, 1483000000)",0
"[1483000000, 1484000000)",0
"[1484000000, 1485000000)",0
"[1485000000, 1486000000)",0
"[1486000000, 1487000000)",0
"[1487000000, 1488000000)",0
"[1488000000, 1489000000)",0
"[1489000000, 1490000000)",0
"[1490000000, 1491000000)",0
"[1491000000, 1492000000)",0
"[1492000000, 1493000000)",0
"[1493000000, 1494000000)",0
"[1494000000, 1495000000)",0
"[1495000000, 1496000000)",0
"[1496000000, 1497000000)",0
"[1497000000, 1498000000)",0
"[1498000000, 1499000000)",0
"[1499000000, 1500000000)",0
"[1500000000, 1501000000)",1
"[1501000000, 1502000000)",0
"[1502000000, 1503000000)",0
"[1503000000, 1504000000)",0
"[1504000000, 1505000000)",0
"[1505000000, 1506000000)",0
"[1506000000, 1507000000)",0
"[1507000000, 1508000000)",0
"[1508000000, 1509000000)",0
"[1509000000, 1510000000)",0
"[1510000000, 1511000000)",0
"[1511000000, 1512000000)",0
"[1512000000, 1513000000)",0
"[1513000000, 1514000000)",0
"[1514000000, 1515000000)",0
"[1515000000, 1516000000)",0
"[1516000000, 1517000000)",0
"[1517000000, 1518000000)",0
"[1518000000, 1519000000)",0
"[1519000000, 1520000000)",0
"[1520000000, 1521000000)",0
"[1521000000, 1522000000)",0
"[1522000000, 1523000000)",1
"[1523000000, 1524000000)",0
"[1524000000, 1525000000)",0
"[1525000000, 1526000000)",0
"[1526000000, 1527000000)",0
"[1527000000, 1528000000)",0
"[1528000000, 1529000000)",0
"[1529000000, 1530000000)",0
"[1530000000, 1531000000)",0
"[1531000000, 1532000000)",0
"[1532000000, 1533000000)",0
"[1533000000, 1534000000)",0
"[1534000000, 1535000000)",0
"[1535000000, 1536000000)",0
"[1536000000, 1537000000)",0
"[1537000000, 1538000000)",0
"[1538000000, 1539000000)",0
"[1539000000, 1540000000)",0
"[1540000000, 1541000000)",0
"[1541000000, 1542000000)",0
"[1542000000, 1543000000)",0
"[1543000000, 1544000000)",0
"[1544000000, 1545000000)",0
"[1545000000, 1546000000)",0
"[1546000000, 1547000000)",0
"[1547000000, 1548000000)",0
"[1548000000, 1549000000)",0
"[1549000000, 1550000000)",0
"[1550000000, 1551000000)",0
"[1551000000, 1552000000)",0
"[1552000000, 1553000000)",0
"[1553000000, 1554000000)",0
"[1554000000, 1555000000)",0
"[1555000000, 1556000000)",0
"[1556000000, 1557000000)",0
"[1557000000, 1558000000)",0
"[1558000000, 1559000000)",0
"[1559000000, 1560000000)",0
"[1560000000, 1561000000)",0
"[1561000000, 1562000000)",0
"[1562000000, 1563000000)",0
"[1563000000, 1564000000)",0
"[1564000000, 1565000000)",0
"[1565000000, 1566000000)",0
"[1566000000, 1567000000)",0
"[1567000000, 1568000000)",0
"[1568000000, 1569000000)",0
"[1569000000, 1570000000)",0
"[1570000000, 1571000000)",0
"[1571000000, 1572000000)",0
"[1572000000, 1573000000)",0
"[1573000000, 1574000000)",0
"[1574000000, 1575000000)",0
"[1575000000, 1576000000)",0
"[1576000000, 1577000000)",0
"[1577000000, 1578000000)",0
"[1578000000, 1579000000)",0
"[1579000000, 1580000000)",0
"[1580000000, 1581000000)",0
"[1581000000, 1582000000)",0
"[1582000000, 1583000000)",0
"[1583000000, 1584000000)",0
"[1584000000, 1585000000)",0
"[1585000000, 1586000000)",0
"[1586000000, 1587000000)",0
"[1587000000, 1588000000)",0
"[1588000000, 1589000000)",0
"[1589000000, 1590000000)",0
"[1590000000, 1591000000)",0
"[1591000000, 1592000000)",0
"[1592000000, 1593000000)",0
"[1593000000, 1594000000)",0
"[1594000000, 1595000000)",0
"[1595000000, 1596000000)",0
"[1596000000, 1597000000)",0
"[1597000000, 1598000000)",0
"[1598000000, 1599000000)",0
"[1599000000, 1600000000)",0
"[1600000000, 1601000000)",0
"[1601000000, 1602000000)",0
"[1602000000, 1603000000)",0
"[1603000000, 1604000000)",0
"[1604000000, 1605000000)",0
"[1605000000, 1606000000)",0
"[1606000000, 1607000000)",0
"[1607000000, 1608000000)",0
"[1608000000, 1609000000)",0
"[1609000000, 1610000000)",0
"[1610000000, 1611000000)",0
"[1611000000, 1612000000)",0
"[1612000000, 1613000000)",0
"[1613000000, 1614000000)",0
"[1614000000, 1615000000)",0
"[1615000000, 1616000000)",0
"[1616000000, 1617000000)",0
"[1617000000, 1618000000)",0
